,date,price
0,2017-01-03,1151.0
1,2017-01-02,1145.9
2,2016-12-30,1145.9
3,2016-12-29,1145.9
4,2016-12-28,1134.6
5,2016-12-27,1131.4
6,2016-12-26,1131.4
7,2016-12-23,1131.4
8,2016-12-22,1131.4
9,2016-12-21,1133.7
10,2016-12-20,1125.7
11,2016-12-19,1136.25
12,2016-12-16,1131.6
13,2016-12-15,1126.95
14,2016-12-14,1162.25
15,2016-12-13,1158.55
16,2016-12-12,1156.1
17,2016-12-09,1163.6
18,2016-12-08,1171.05
19,2016-12-07,1177.65
20,2016-12-06,1172.5
21,2016-12-05,1162.2
22,2016-12-02,1173.5
23,2016-12-01,1161.85
24,2016-11-30,1178.1
25,2016-11-29,1186.55
26,2016-11-28,1187.0
27,2016-11-25,1187.7
28,2016-11-24,1186.1
29,2016-11-23,1185.35
30,2016-11-22,1212.25
31,2016-11-21,1214.25
32,2016-11-18,1211.0
33,2016-11-17,1226.75
34,2016-11-16,1229.2
35,2016-11-15,1226.95
36,2016-11-14,1213.6
37,2016-11-11,1236.45
38,2016-11-10,1267.5
39,2016-11-09,1281.4
40,2016-11-08,1282.35
41,2016-11-07,1283.05
42,2016-11-04,1302.8
43,2016-11-03,1301.0
44,2016-11-02,1303.8
45,2016-11-01,1288.5
46,2016-10-31,1272.0
47,2016-10-28,1273.0
48,2016-10-27,1266.25
49,2016-10-26,1270.5
50,2016-10-25,1269.4
51,2016-10-24,1265.55
52,2016-10-21,1266.05
53,2016-10-20,1271.65
54,2016-10-19,1269.05
55,2016-10-18,1258.2
56,2016-10-17,1254.8
57,2016-10-14,1251.75
58,2016-10-13,1261.05
59,2016-10-12,1256.5
60,2016-10-11,1253.45
61,2016-10-10,1259.5
62,2016-10-07,1258.75
63,2016-10-06,1254.5
64,2016-10-05,1269.4
65,2016-10-04,1283.3
66,2016-10-03,1313.3
67,2016-09-30,1322.5
68,2016-09-29,1318.1
69,2016-09-28,1322.5
70,2016-09-27,1327.0
71,2016-09-26,1340.5
72,2016-09-23,1338.7
73,2016-09-22,1339.1
74,2016-09-21,1326.1
75,2016-09-20,1313.8
76,2016-09-19,1314.85
77,2016-09-16,1308.35
78,2016-09-15,1310.8
79,2016-09-14,1321.75
80,2016-09-13,1323.65
81,2016-09-12,1324.6
82,2016-09-09,1330.85
83,2016-09-08,1343.4
84,2016-09-07,1348.35
85,2016-09-06,1337.25
86,2016-09-05,1326.35
87,2016-09-02,1324.7
88,2016-09-01,1309.5
89,2016-08-31,1309.25
90,2016-08-30,1318.15
91,2016-08-29,1318.75
92,2016-08-26,1318.75
93,2016-08-25,1321.3
94,2016-08-24,1327.25
95,2016-08-23,1342.0
96,2016-08-22,1335.9
97,2016-08-19,1346.4
98,2016-08-18,1350.05
99,2016-08-17,1343.35
100,2016-08-16,1344.0
101,2016-08-15,1339.4
102,2016-08-12,1352.2
103,2016-08-11,1355.0
104,2016-08-10,1347.7
105,2016-08-09,1341.0
106,2016-08-08,1336.8
107,2016-08-05,1340.4
108,2016-08-04,1362.75
109,2016-08-03,1358.9
110,2016-08-02,1363.75
111,2016-08-01,1349.65
112,2016-07-29,1342.0
113,2016-07-28,1341.75
114,2016-07-27,1329.0
115,2016-07-26,1323.0
116,2016-07-25,1313.15
117,2016-07-22,1320.75
118,2016-07-21,1321.15
119,2016-07-20,1315.9
120,2016-07-19,1330.9
121,2016-07-18,1334.7
122,2016-07-15,1327.0
123,2016-07-14,1323.6
124,2016-07-13,1342.75
125,2016-07-12,1342.4
126,2016-07-11,1357.1
127,2016-07-08,1354.25
128,2016-07-07,1356.7
129,2016-07-06,1366.25
130,2016-07-05,1350.75
131,2016-07-04,1350.75
132,2016-07-01,1340.0
133,2016-06-30,1320.75
134,2016-06-29,1321.5
135,2016-06-28,1309.7
136,2016-06-27,1324.55
137,2016-06-24,1315.5
138,2016-06-23,1262.15
139,2016-06-22,1264.85
140,2016-06-21,1272.6
141,2016-06-20,1281.8
142,2016-06-17,1290.7
143,2016-06-16,1310.75
144,2016-06-15,1283.3
145,2016-06-14,1287.15
146,2016-06-13,1280.8
147,2016-06-10,1275.5
148,2016-06-09,1263.9
149,2016-06-08,1263.0
150,2016-06-07,1241.0
151,2016-06-06,1244.0
152,2016-06-03,1240.5
153,2016-06-02,1212.4
154,2016-06-01,1214.5
155,2016-05-31,1212.1
156,2016-05-30,1216.25
157,2016-05-27,1216.25
158,2016-05-26,1223.85
159,2016-05-25,1220.6
160,2016-05-24,1236.85
161,2016-05-23,1245.9
162,2016-05-20,1254.2
163,2016-05-19,1246.25
164,2016-05-18,1272.9
165,2016-05-17,1277.0
166,2016-05-16,1285.75
167,2016-05-13,1265.9
168,2016-05-12,1279.25
169,2016-05-11,1276.85
170,2016-05-10,1262.8
171,2016-05-09,1265.25
172,2016-05-06,1289.0
173,2016-05-05,1280.25
174,2016-05-04,1283.0
175,2016-05-03,1294.0
176,2016-05-02,1285.65
177,2016-04-29,1285.65
178,2016-04-28,1256.0
179,2016-04-27,1247.4
180,2016-04-26,1241.7
181,2016-04-25,1238.9
182,2016-04-22,1243.3
183,2016-04-21,1249.3
184,2016-04-20,1252.0
185,2016-04-19,1255.4
186,2016-04-18,1234.3
187,2016-04-15,1227.1
188,2016-04-14,1233.85
189,2016-04-13,1245.75
190,2016-04-12,1254.6
191,2016-04-11,1254.75
192,2016-04-08,1239.5
193,2016-04-07,1242.1
194,2016-04-06,1221.4
195,2016-04-05,1231.25
196,2016-04-04,1219.75
197,2016-04-01,1213.6
198,2016-03-31,1237.0
199,2016-03-30,1236.25
200,2016-03-29,1226.0
201,2016-03-28,1221.0
202,2016-03-25,1221.0
203,2016-03-24,1221.0
204,2016-03-23,1217.6
205,2016-03-22,1252.5
206,2016-03-21,1244.9
207,2016-03-18,1252.1
208,2016-03-17,1266.5
209,2016-03-16,1228.5
210,2016-03-15,1232.0
211,2016-03-14,1242.75
212,2016-03-11,1264.75
213,2016-03-10,1266.5
214,2016-03-09,1246.4
215,2016-03-08,1267.0
216,2016-03-07,1267.9
217,2016-03-04,1277.5
218,2016-03-03,1250.25
219,2016-03-02,1239.2
220,2016-03-01,1236.5
221,2016-02-29,1234.9
222,2016-02-26,1226.5
223,2016-02-25,1236.0
224,2016-02-24,1250.75
225,2016-02-23,1221.35
226,2016-02-22,1211.0
227,2016-02-19,1231.15
228,2016-02-18,1210.1
229,2016-02-17,1210.0
230,2016-02-16,1209.5
231,2016-02-15,1208.2
232,2016-02-12,1239.75
233,2016-02-11,1241.0
234,2016-02-10,1190.0
235,2016-02-09,1191.0
236,2016-02-08,1193.25
237,2016-02-05,1150.35
238,2016-02-04,1156.35
239,2016-02-03,1132.0
240,2016-02-02,1128.5
241,2016-02-01,1126.5
242,2016-01-29,1111.8
243,2016-01-28,1114.0
244,2016-01-27,1116.25
245,2016-01-26,1113.6
246,2016-01-25,1106.6
247,2016-01-22,1096.3
248,2016-01-21,1096.5
249,2016-01-20,1101.8
250,2016-01-19,1086.3
251,2016-01-18,1089.2
252,2016-01-15,1093.75
253,2016-01-14,1088.4
254,2016-01-13,1088.15
255,2016-01-12,1085.4
256,2016-01-11,1100.75
257,2016-01-08,1101.85
258,2016-01-07,1106.35
259,2016-01-06,1091.4
260,2016-01-05,1077.0
261,2016-01-04,1082.25
262,2016-01-01,1060.0
263,2015-12-31,1060.0
264,2015-12-30,1060.0
265,2015-12-29,1070.1
266,2015-12-28,1068.25
267,2015-12-25,1068.3
268,2015-12-24,1068.3
269,2015-12-23,1068.3
270,2015-12-22,1074.9
271,2015-12-21,1078.8
272,2015-12-18,1062.5
273,2015-12-17,1049.4
274,2015-12-16,1075.3
275,2015-12-15,1061.5
276,2015-12-14,1068.25
277,2015-12-11,1072.5
278,2015-12-10,1071.0
279,2015-12-09,1081.0
280,2015-12-08,1072.1
281,2015-12-07,1075.8
282,2015-12-04,1079.25
283,2015-12-03,1055.45
284,2015-12-02,1055.4
285,2015-12-01,1065.4
286,2015-11-30,1061.9
287,2015-11-27,1057.4
288,2015-11-26,1071.0
289,2015-11-25,1068.0
290,2015-11-24,1076.4
291,2015-11-23,1070.5
292,2015-11-20,1081.75
293,2015-11-19,1082.6
294,2015-11-18,1067.75
295,2015-11-17,1079.2
296,2015-11-16,1084.75
297,2015-11-13,1081.5
298,2015-11-12,1087.4
299,2015-11-11,1085.9
300,2015-11-10,1087.1
301,2015-11-09,1089.6
302,2015-11-06,1088.9
303,2015-11-05,1106.3
304,2015-11-04,1114.7
305,2015-11-03,1123.1
306,2015-11-02,1134.0
307,2015-10-30,1142.35
308,2015-10-29,1148.6
309,2015-10-28,1179.6
310,2015-10-27,1165.7
311,2015-10-26,1166.4
312,2015-10-23,1161.25
313,2015-10-22,1167.0
314,2015-10-21,1167.1
315,2015-10-20,1177.75
316,2015-10-19,1175.4
317,2015-10-16,1180.85
318,2015-10-15,1184.25
319,2015-10-14,1173.9
320,2015-10-13,1165.2
321,2015-10-12,1164.9
322,2015-10-09,1151.6
323,2015-10-08,1140.0
324,2015-10-07,1144.6
325,2015-10-06,1147.5
326,2015-10-05,1139.8
327,2015-10-02,1140.8
328,2015-10-01,1119.0
329,2015-09-30,1114.0
330,2015-09-29,1132.1
331,2015-09-28,1131.1
332,2015-09-25,1146.7
333,2015-09-24,1154.5
334,2015-09-23,1131.4
335,2015-09-22,1122.9
336,2015-09-21,1133.3
337,2015-09-18,1141.5
338,2015-09-17,1117.5
339,2015-09-16,1117.6
340,2015-09-15,1106.0
341,2015-09-14,1104.8
342,2015-09-11,1101.3
343,2015-09-10,1109.5
344,2015-09-09,1109.9
345,2015-09-08,1121.2
346,2015-09-07,1119.5
347,2015-09-04,1118.3
348,2015-09-03,1128.0
349,2015-09-02,1137.8
350,2015-09-01,1142.3
351,2015-08-31,1135.0
352,2015-08-28,1135.0
353,2015-08-27,1119.0
354,2015-08-26,1120.8
355,2015-08-25,1137.5
356,2015-08-24,1166.5
357,2015-08-21,1156.5
358,2015-08-20,1147.7
359,2015-08-19,1126.2
360,2015-08-18,1111.5
361,2015-08-17,1118.8
362,2015-08-14,1118.3
363,2015-08-13,1116.8
364,2015-08-12,1119.0
365,2015-08-11,1108.3
366,2015-08-10,1097.0
367,2015-08-07,1093.5
368,2015-08-06,1089.8
369,2015-08-05,1085.1
370,2015-08-04,1090.7
371,2015-08-03,1091.9
372,2015-07-31,1098.4
373,2015-07-30,1087.5
374,2015-07-29,1090.3
375,2015-07-28,1096.2
376,2015-07-27,1100.0
377,2015-07-24,1080.8
378,2015-07-23,1097.4
379,2015-07-22,1088.6
380,2015-07-21,1105.6
381,2015-07-20,1104.6
382,2015-07-17,1132.8
383,2015-07-16,1144.4
384,2015-07-15,1147.4
385,2015-07-14,1157.4
386,2015-07-13,1154.0
387,2015-07-10,1159.3
388,2015-07-09,1164.3
389,2015-07-08,1158.5
390,2015-07-07,1156.3
391,2015-07-06,1166.0
392,2015-07-03,1168.0
393,2015-07-02,1165.3
394,2015-07-01,1168.0
395,2015-06-30,1171.0
396,2015-06-29,1176.0
397,2015-06-26,1170.5
398,2015-06-25,1172.7
399,2015-06-24,1173.8
400,2015-06-23,1178.0
401,2015-06-22,1185.5
402,2015-06-19,1203.4
403,2015-06-18,1201.9
404,2015-06-17,1178.0
405,2015-06-16,1177.8
406,2015-06-15,1181.4
407,2015-06-12,1182.8
408,2015-06-11,1178.5
409,2015-06-10,1188.5
410,2015-06-09,1177.4
411,2015-06-08,1172.8
412,2015-06-05,1164.6
413,2015-06-04,1176.0
414,2015-06-03,1190.0
415,2015-06-02,1192.8
416,2015-06-01,1199.9
417,2015-05-29,1191.4
418,2015-05-28,1185.0
419,2015-05-27,1185.9
420,2015-05-26,1185.4
421,2015-05-25,1204.1
422,2015-05-22,1204.1
423,2015-05-21,1205.0
424,2015-05-20,1210.5
425,2015-05-19,1214.3
426,2015-05-18,1223.5
427,2015-05-15,1220.5
428,2015-05-14,1225.0
429,2015-05-13,1210.5
430,2015-05-12,1191.5
431,2015-05-11,1189.3
432,2015-05-08,1186.0
433,2015-05-07,1187.0
434,2015-05-06,1194.3
435,2015-05-05,1197.0
436,2015-05-04,1176.0
437,2015-05-01,1176.0
438,2015-04-30,1180.3
439,2015-04-29,1209.0
440,2015-04-28,1209.0
441,2015-04-27,1200.0
442,2015-04-24,1183.0
443,2015-04-23,1185.8
444,2015-04-22,1189.3
445,2015-04-21,1195.3
446,2015-04-20,1196.5
447,2015-04-17,1203.4
448,2015-04-16,1204.4
449,2015-04-15,1192.9
450,2015-04-14,1194.8
451,2015-04-13,1198.9
452,2015-04-10,1207.4
453,2015-04-09,1194.8
454,2015-04-08,1207.3
455,2015-04-07,1211.0
456,2015-04-06,1198.5
457,2015-04-03,1198.5
458,2015-04-02,1198.5
459,2015-04-01,1197.0
460,2015-03-31,1187.0
461,2015-03-30,1185.5
462,2015-03-27,1195.8
463,2015-03-26,1203.2
464,2015-03-25,1195.6
465,2015-03-24,1191.5
466,2015-03-23,1186.3
467,2015-03-20,1183.1
468,2015-03-19,1166.0
469,2015-03-18,1147.3
470,2015-03-17,1150.8
471,2015-03-16,1150.8
472,2015-03-13,1152.0
473,2015-03-12,1152.3
474,2015-03-11,1150.0
475,2015-03-10,1162.0
476,2015-03-09,1168.5
477,2015-03-06,1175.8
478,2015-03-05,1202.0
479,2015-03-04,1199.5
480,2015-03-03,1212.8
481,2015-03-02,1212.5
482,2015-02-27,1214.0
483,2015-02-26,1208.3
484,2015-02-25,1204.8
485,2015-02-24,1192.5
486,2015-02-23,1204.5
487,2015-02-20,1208.3
488,2015-02-19,1209.5
489,2015-02-18,1206.0
490,2015-02-17,1209.5
491,2015-02-16,1229.3
492,2015-02-13,1232.5
493,2015-02-12,1222.5
494,2015-02-11,1223.8
495,2015-02-10,1234.5
496,2015-02-09,1238.5
497,2015-02-06,1241.0
498,2015-02-05,1259.3
499,2015-02-04,1268.5
500,2015-02-03,1264.3
501,2015-02-02,1272.5
502,2015-01-30,1260.3
503,2015-01-29,1268.8
504,2015-01-28,1288.0
505,2015-01-27,1288.5
506,2015-01-26,1281.3
507,2015-01-23,1294.8
508,2015-01-22,1295.8
509,2015-01-21,1293.5
510,2015-01-20,1288.8
511,2015-01-19,1273.8
512,2015-01-16,1277.5
513,2015-01-15,1259.0
514,2015-01-14,1235.0
515,2015-01-13,1231.5
516,2015-01-12,1226.5
517,2015-01-09,1217.8
518,2015-01-08,1215.5
519,2015-01-07,1210.5
520,2015-01-06,1210.3
521,2015-01-05,1200.0
522,2015-01-02,1172.0
523,2015-01-01,1206.0
524,2014-12-31,1206.0
525,2014-12-30,1206.0
526,2014-12-29,1185.5
527,2014-12-26,1175.8
528,2014-12-25,1175.8
529,2014-12-24,1175.8
530,2014-12-23,1175.8
531,2014-12-22,1195.3
532,2014-12-19,1195.5
533,2014-12-18,1199.0
534,2014-12-17,1195.8
535,2014-12-16,1202.5
536,2014-12-15,1209.3
537,2014-12-12,1217.0
538,2014-12-11,1216.3
539,2014-12-10,1229.0
540,2014-12-09,1227.0
541,2014-12-08,1193.0
542,2014-12-05,1194.0
543,2014-12-04,1209.0
544,2014-12-03,1204.8
545,2014-12-02,1195.0
546,2014-12-01,1194.0
547,2014-11-28,1182.8
548,2014-11-27,1194.8
549,2014-11-26,1197.5
550,2014-11-25,1199.0
551,2014-11-24,1197.5
552,2014-11-21,1203.8
553,2014-11-20,1190.0
554,2014-11-19,1196.0
555,2014-11-18,1192.8
556,2014-11-17,1182.5
557,2014-11-14,1169.0
558,2014-11-13,1161.8
559,2014-11-12,1164.5
560,2014-11-11,1156.5
561,2014-11-10,1162.0
562,2014-11-07,1154.5
563,2014-11-06,1145.0
564,2014-11-05,1142.0
565,2014-11-04,1166.5
566,2014-11-03,1164.3
567,2014-10-31,1164.3
568,2014-10-30,1202.0
569,2014-10-29,1223.5
570,2014-10-28,1229.3
571,2014-10-27,1228.8
572,2014-10-24,1232.8
573,2014-10-23,1232.8
574,2014-10-22,1243.8
575,2014-10-21,1250.3
576,2014-10-20,1244.5
577,2014-10-17,1234.3
578,2014-10-16,1237.8
579,2014-10-15,1237.5
580,2014-10-14,1234.8
581,2014-10-13,1229.0
582,2014-10-10,1219.0
583,2014-10-09,1226.8
584,2014-10-08,1217.0
585,2014-10-07,1210.5
586,2014-10-06,1195.8
587,2014-10-03,1195.0
588,2014-10-02,1211.8
589,2014-10-01,1216.5
590,2014-09-30,1216.5
591,2014-09-29,1219.5
592,2014-09-26,1213.8
593,2014-09-25,1213.8
594,2014-09-24,1217.3
595,2014-09-23,1222.0
596,2014-09-22,1213.5
597,2014-09-19,1219.8
598,2014-09-18,1220.5
599,2014-09-17,1236.0
600,2014-09-16,1232.3
601,2014-09-15,1234.3
602,2014-09-12,1231.5
603,2014-09-11,1241.3
604,2014-09-10,1251.0
605,2014-09-09,1255.8
606,2014-09-08,1259.0
607,2014-09-05,1266.0
608,2014-09-04,1271.5
609,2014-09-03,1265.5
610,2014-09-02,1267.0
611,2014-09-01,1286.5
612,2014-08-29,1285.8
613,2014-08-28,1292.0
614,2014-08-27,1282.8
615,2014-08-26,1286.0
616,2014-08-25,1277.3
617,2014-08-22,1277.3
618,2014-08-21,1275.3
619,2014-08-20,1295.0
620,2014-08-19,1296.5
621,2014-08-18,1296.8
622,2014-08-15,1296.0
623,2014-08-14,1313.5
624,2014-08-13,1312.0
625,2014-08-12,1315.8
626,2014-08-11,1307.3
627,2014-08-08,1309.8
628,2014-08-07,1305.3
629,2014-08-06,1306.5
630,2014-08-05,1284.8
631,2014-08-04,1290.5
632,2014-08-01,1291.3
633,2014-07-31,1285.3
634,2014-07-30,1294.5
635,2014-07-29,1299.3
636,2014-07-28,1304.5
637,2014-07-25,1294.8
638,2014-07-24,1292.8
639,2014-07-23,1308.0
640,2014-07-22,1310.3
641,2014-07-21,1311.5
642,2014-07-18,1307.3
643,2014-07-17,1302.5
644,2014-07-16,1301.0
645,2014-07-15,1310.0
646,2014-07-14,1306.0
647,2014-07-11,1335.0
648,2014-07-10,1340.3
649,2014-07-09,1322.8
650,2014-07-08,1313.0
651,2014-07-07,1313.0
652,2014-07-04,1319.3
653,2014-07-03,1317.5
654,2014-07-02,1326.5
655,2014-07-01,1327.5
656,2014-06-30,1315.0
657,2014-06-27,1317.5
658,2014-06-26,1311.8
659,2014-06-25,1316.8
660,2014-06-24,1318.5
661,2014-06-23,1313.5
662,2014-06-20,1312.5
663,2014-06-19,1293.0
664,2014-06-18,1269.8
665,2014-06-17,1267.5
666,2014-06-16,1276.3
667,2014-06-13,1273.0
668,2014-06-12,1265.8
669,2014-06-11,1262.0
670,2014-06-10,1259.5
671,2014-06-09,1253.5
672,2014-06-06,1247.5
673,2014-06-05,1252.5
674,2014-06-04,1245.3
675,2014-06-03,1242.8
676,2014-06-02,1247.3
677,2014-05-30,1250.5
678,2014-05-29,1255.0
679,2014-05-28,1263.5
680,2014-05-27,1275.5
681,2014-05-26,1291.5
682,2014-05-23,1291.5
683,2014-05-22,1298.5
684,2014-05-21,1287.3
685,2014-05-20,1295.5
686,2014-05-19,1302.0
687,2014-05-16,1291.5
688,2014-05-15,1299.0
689,2014-05-14,1305.3
690,2014-05-13,1296.5
691,2014-05-12,1298.8
692,2014-05-09,1291.3
693,2014-05-08,1287.0
694,2014-05-07,1296.0
695,2014-05-06,1306.3
696,2014-05-05,1281.3
697,2014-05-02,1281.3
698,2014-05-01,1278.5
699,2014-04-30,1288.5
700,2014-04-29,1297.8
701,2014-04-28,1299.0
702,2014-04-25,1301.3
703,2014-04-24,1291.5
704,2014-04-23,1285.3
705,2014-04-22,1286.8
706,2014-04-21,1299.0
707,2014-04-18,1299.0
708,2014-04-17,1299.0
709,2014-04-16,1301.5
710,2014-04-15,1298.0
711,2014-04-14,1325.8
712,2014-04-11,1318.0
713,2014-04-10,1320.5
714,2014-04-09,1301.8
715,2014-04-08,1309.5
716,2014-04-07,1299.0
717,2014-04-04,1297.3
718,2014-04-03,1284.0
719,2014-04-02,1292.0
720,2014-04-01,1283.8
721,2014-03-31,1291.8
722,2014-03-28,1294.8
723,2014-03-27,1296.0
724,2014-03-26,1304.0
725,2014-03-25,1313.5
726,2014-03-24,1310.8
727,2014-03-21,1336.0
728,2014-03-20,1327.0
729,2014-03-19,1338.0
730,2014-03-18,1355.8
731,2014-03-17,1378.5
732,2014-03-14,1385.0
733,2014-03-13,1368.8
734,2014-03-12,1366.0
735,2014-03-11,1346.3
736,2014-03-10,1344.0
737,2014-03-07,1335.3
738,2014-03-06,1345.3
739,2014-03-05,1337.0
740,2014-03-04,1334.8
741,2014-03-03,1349.5
742,2014-02-28,1326.5
743,2014-02-27,1332.3
744,2014-02-26,1331.8
745,2014-02-25,1339.0
746,2014-02-24,1334.8
747,2014-02-21,1323.3
748,2014-02-20,1316.3
749,2014-02-19,1320.5
750,2014-02-18,1320.8
751,2014-02-17,1327.5
752,2014-02-14,1320.0
753,2014-02-13,1296.0
754,2014-02-12,1289.5
755,2014-02-11,1282.0
756,2014-02-10,1277.0
757,2014-02-07,1259.3
758,2014-02-06,1256.5
759,2014-02-05,1254.5
760,2014-02-04,1250.3
761,2014-02-03,1262.0
762,2014-01-31,1251.0
763,2014-01-30,1242.5
764,2014-01-29,1264.0
765,2014-01-28,1251.3
766,2014-01-27,1260.5
767,2014-01-24,1267.0
768,2014-01-23,1263.0
769,2014-01-22,1241.0
770,2014-01-21,1238.0
771,2014-01-20,1255.8
772,2014-01-17,1250.0
773,2014-01-16,1241.5
774,2014-01-15,1236.0
775,2014-01-14,1251.5
776,2014-01-13,1248.0
777,2014-01-10,1244.3
778,2014-01-09,1226.0
779,2014-01-08,1221.0
780,2014-01-07,1227.5
781,2014-01-06,1246.3
782,2014-01-03,1234.5
783,2014-01-02,1225.0
784,2014-01-01,1204.5
785,2013-12-31,1204.5
786,2013-12-30,1204.5
787,2013-12-27,1214.5
788,2013-12-26,1199.0
789,2013-12-25,1199.0
790,2013-12-24,1199.0
791,2013-12-23,1199.0
792,2013-12-20,1195.3
793,2013-12-19,1196.0
794,2013-12-18,1230.5
795,2013-12-17,1231.8
796,2013-12-16,1234.8
797,2013-12-13,1232.0
798,2013-12-12,1225.3
799,2013-12-11,1260.8
800,2013-12-10,1266.3
801,2013-12-09,1237.0
802,2013-12-06,1233.0
803,2013-12-05,1222.5
804,2013-12-04,1227.5
805,2013-12-03,1217.3
806,2013-12-02,1229.5
807,2013-11-29,1253.0
808,2013-11-28,1245.5
809,2013-11-27,1245.0
810,2013-11-26,1247.5
811,2013-11-25,1243.0
812,2013-11-22,1246.3
813,2013-11-21,1240.0
814,2013-11-20,1257.0
815,2013-11-19,1275.8
816,2013-11-18,1283.5
817,2013-11-15,1287.3
818,2013-11-14,1286.0
819,2013-11-13,1272.5
820,2013-11-12,1281.3
821,2013-11-11,1282.5
822,2013-11-08,1285.5
823,2013-11-07,1307.3
824,2013-11-06,1319.0
825,2013-11-05,1307.3
826,2013-11-04,1320.5
827,2013-11-01,1306.8
828,2013-10-31,1324.0
829,2013-10-30,1354.8
830,2013-10-29,1349.3
831,2013-10-28,1361.0
832,2013-10-25,1347.8
833,2013-10-24,1344.8
834,2013-10-23,1331.3
835,2013-10-22,1333.0
836,2013-10-21,1317.5
837,2013-10-18,1316.5
838,2013-10-17,1319.3
839,2013-10-16,1273.5
840,2013-10-15,1270.5
841,2013-10-14,1285.5
842,2013-10-11,1265.5
843,2013-10-10,1298.5
844,2013-10-09,1304.0
845,2013-10-08,1329.5
846,2013-10-07,1323.5
847,2013-10-04,1309.8
848,2013-10-03,1316.0
849,2013-10-02,1306.3
850,2013-10-01,1290.8
851,2013-09-30,1326.5
852,2013-09-27,1341.0
853,2013-09-26,1333.0
854,2013-09-25,1322.8
855,2013-09-24,1314.3
856,2013-09-23,1323.0
857,2013-09-20,1349.3
858,2013-09-19,1365.5
859,2013-09-18,1301.0
860,2013-09-17,1312.3
861,2013-09-16,1324.0
862,2013-09-13,1318.5
863,2013-09-12,1328.0
864,2013-09-11,1363.8
865,2013-09-10,1358.3
866,2013-09-09,1390.0
867,2013-09-06,1387.0
868,2013-09-05,1385.0
869,2013-09-04,1390.0
870,2013-09-03,1399.5
871,2013-09-02,1392.3
872,2013-08-30,1394.8
873,2013-08-29,1407.8
874,2013-08-28,1419.5
875,2013-08-27,1419.3
876,2013-08-26,1377.5
877,2013-08-23,1377.5
878,2013-08-22,1375.5
879,2013-08-21,1363.0
880,2013-08-20,1372.5
881,2013-08-19,1365.0
882,2013-08-16,1369.3
883,2013-08-15,1329.8
884,2013-08-14,1326.5
885,2013-08-13,1328.5
886,2013-08-12,1341.0
887,2013-08-09,1309.0
888,2013-08-08,1298.3
889,2013-08-07,1282.5
890,2013-08-06,1280.5
891,2013-08-05,1304.8
892,2013-08-02,1309.3
893,2013-08-01,1315.0
894,2013-07-31,1314.5
895,2013-07-30,1324.2
896,2013-07-29,1329.8
897,2013-07-26,1331.0
898,2013-07-25,1326.0
899,2013-07-24,1335.0
900,2013-07-23,1333.5
901,2013-07-22,1327.0
902,2013-07-19,1295.8
903,2013-07-18,1283.3
904,2013-07-17,1297.3
905,2013-07-16,1291.5
906,2013-07-15,1284.8
907,2013-07-12,1279.8
908,2013-07-11,1285.0
909,2013-07-10,1256.0
910,2013-07-09,1255.5
911,2013-07-08,1235.3
912,2013-07-05,1212.8
913,2013-07-04,1251.8
914,2013-07-03,1250.0
915,2013-07-02,1252.5
916,2013-07-01,1242.8
917,2013-06-28,1192.0
918,2013-06-27,1232.8
919,2013-06-26,1236.3
920,2013-06-25,1279.0
921,2013-06-24,1286.8
922,2013-06-21,1295.3
923,2013-06-20,1292.5
924,2013-06-19,1372.8
925,2013-06-18,1366.8
926,2013-06-17,1384.8
927,2013-06-14,1391.3
928,2013-06-13,1385.0
929,2013-06-12,1382.8
930,2013-06-11,1374.3
931,2013-06-10,1383.3
932,2013-06-07,1386.0
933,2013-06-06,1400.0
934,2013-06-05,1404.0
935,2013-06-04,1399.5
936,2013-06-03,1402.5
937,2013-05-31,1394.5
938,2013-05-30,1413.5
939,2013-05-29,1382.5
940,2013-05-28,1376.5
941,2013-05-27,1390.3
942,2013-05-24,1390.3
943,2013-05-23,1380.5
944,2013-05-22,1408.5
945,2013-05-21,1360.8
946,2013-05-20,1354.8
947,2013-05-17,1368.8
948,2013-05-16,1381.0
949,2013-05-15,1410.0
950,2013-05-14,1433.8
951,2013-05-13,1430.8
952,2013-05-10,1426.5
953,2013-05-09,1465.5
954,2013-05-08,1468.0
955,2013-05-07,1444.3
956,2013-05-06,1469.3
957,2013-05-03,1469.3
958,2013-05-02,1469.3
959,2013-05-01,1454.8
960,2013-04-30,1469.0
961,2013-04-29,1467.5
962,2013-04-26,1471.5
963,2013-04-25,1451.0
964,2013-04-24,1428.5
965,2013-04-23,1408.0
966,2013-04-22,1424.5
967,2013-04-19,1405.5
968,2013-04-18,1393.8
969,2013-04-17,1392.0
970,2013-04-16,1380.0
971,2013-04-15,1395.0
972,2013-04-12,1535.5
973,2013-04-11,1565.0
974,2013-04-10,1575.0
975,2013-04-09,1577.3
976,2013-04-08,1575.0
977,2013-04-05,1568.0
978,2013-04-04,1546.5
979,2013-04-03,1574.8
980,2013-04-02,1583.5
981,2013-04-01,1598.3
982,2013-03-29,1598.3
983,2013-03-28,1598.3
984,2013-03-27,1603.0
985,2013-03-26,1598.0
986,2013-03-25,1599.3
987,2013-03-22,1607.8
988,2013-03-21,1613.8
989,2013-03-20,1607.5
990,2013-03-19,1610.8
991,2013-03-18,1603.8
992,2013-03-15,1595.5
993,2013-03-14,1586.0
994,2013-03-13,1589.3
995,2013-03-12,1594.0
996,2013-03-11,1579.0
997,2013-03-08,1581.8
998,2013-03-07,1579.5
