2014-08-29,1201,1214,1177,1211,179000,1211
2014-08-28,1228,1229,1213,1219,143000,1219
2014-08-27,1228,1239,1222,1228,119000,1228
2014-08-26,1220,1228,1209,1219,191000,1219
2014-08-25,1214,1230,1209,1216,126000,1216
2014-08-22,1217,1233,1201,1221,276000,1221
2014-08-21,1189,1217,1187,1217,208000,1217
2014-08-20,1177,1209,1177,1189,268000,1189
2014-08-19,1169,1189,1161,1189,194000,1189
2014-08-18,1138,1153,1125,1150,123000,1150
2014-08-15,1117,1149,1117,1138,266000,1138
2014-08-14,1108,1127,1100,1124,146000,1124
2014-08-13,1091,1110,1087,1103,234000,1103
2014-08-12,1069,1095,1062,1091,492000,1091
2014-08-11,1013,1051,1007,1048,386000,1048
2014-08-08,965,1007,963,998,406000,998
2014-08-07,949,981,939,978,246000,978
2014-08-06,912,949,909,942,264000,942
2014-08-05,933,952,903,907,311000,907
2014-08-04,965,970,938,939,263000,939
2014-08-01,955,994,955,965,468000,965
