2010-02-26,2700,2709,2692,2702,318900,2702
2010-02-25,2734,2740,2707,2709,255200,2709
2010-02-24,2728,2738,2705,2720,367600,2720
2010-02-23,2765,2769,2741,2746,229600,2746
2010-02-22,2745,2770,2736,2755,500300,2755
2010-02-19,2739,2740,2702,2716,289100,2716
2010-02-18,2745,2748,2730,2741,245300,2741
2010-02-17,2704,2735,2692,2725,382300,2725
2010-02-16,2671,2693,2669,2677,168600,2677
2010-02-15,2744,2744,2662,2669,421200,2669
2010-02-12,2710,2763,2708,2719,560900,2719
2010-02-10,2676,2720,2676,2715,579500,2715
2010-02-09,2640,2687,2640,2675,431200,2675
2010-02-08,2718,2719,2652,2655,447200,2655
2010-02-05,2705,2730,2701,2709,552000,2709
2010-02-04,2750,2777,2743,2774,651100,2774
2010-02-03,2768,2780,2741,2745,565500,2745
2010-02-02,2720,2762,2704,2755,1379000,2755
2010-02-01,2700,2706,2675,2700,1421000,2700
