,date,rate
0,2017-01-01,144.13
1,2017-01-02,144.37
2,2017-01-03,145.15
3,2017-01-04,144.38
4,2017-01-05,143.24
5,2017-01-06,143.41
6,2017-01-07,143.41
7,2017-01-08,143.41
8,2017-01-09,141.54
9,2017-01-10,141.29
10,2017-01-11,140.84
11,2017-01-12,140.13
12,2017-01-13,139.25
13,2017-01-14,139.25
14,2017-01-15,139.25
15,2017-01-16,137.7
16,2017-01-17,139.53
17,2017-01-18,139.41
18,2017-01-19,141.22
19,2017-01-20,141.43
